OBJECTID,PRICE_PSM,n_trans,n_hdb,n_ura,med_hdb,med_ura
2689,0.0,0,0,0,,
2690,0.0,1,0,1,,11018.518518518518
2691,0.0,0,0,0,,
2692,0.0,0,0,0,,
2693,0.0,0,0,0,,
2694,0.0,0,0,0,,
2695,0.0,0,0,0,,
2696,20905.0,177,19,158,5616.438356164384,22743.187955159152
2697,0.0,0,0,0,,
2698,0.0,0,0,0,,
2699,0.0,0,0,0,,
2700,0.0,0,0,0,,
2701,0.0,0,0,0,,
2702,0.0,0,0,0,,
2703,0.0,0,0,0,,
2704,0.0,0,0,0,,
2705,0.0,0,0,0,,
2706,0.0,0,0,0,,
2707,6576.0,45,45,0,6576.086956521739,
2708,0.0,0,0,0,,
2710,5162.0,32,32,0,5161.856629870994,
2712,0.0,0,0,0,,
2714,0.0,0,0,0,,
2715,0.0,0,0,0,,
2716,0.0,0,0,0,,
2718,18621.0,205,0,205,,18620.689655172413
2719,0.0,0,0,0,,
2720,0.0,0,0,0,,
2721,0.0,0,0,0,,
2723,0.0,0,0,0,,
2724,17653.0,29,0,29,,17653.061224489797
2725,0.0,0,0,0,,
2726,0.0,0,0,0,,
2727,0.0,0,0,0,,
2728,5318.0,35,35,0,5318.181818181818,
2729,8576.0,26,26,0,8576.423576423576,
2730,0.0,0,0,0,,
2731,0.0,0,0,0,,
2732,5162.0,17,17,0,5161.764705882353,
2733,5995.0,10,10,0,5994.653846153846,
2734,0.0,0,0,0,,
2735,0.0,0,0,0,,
2736,5146.0,24,24,0,5146.341463414634,
2738,0.0,0,0,0,,
2739,0.0,0,0,0,,
2741,18485.0,3,0,3,,18484.848484848484
2742,5697.0,29,29,0,5696.7213114754095,
2743,0.0,0,0,0,,
2744,0.0,0,0,0,,
2745,16511.0,31,0,31,,16511.11111111111
2746,0.0,0,0,0,,
2747,0.0,0,0,0,,
2748,0.0,0,0,0,,
2749,0.0,0,0,0,,
2751,0.0,0,0,0,,
2752,5168.0,24,24,0,5167.813831530646,
2753,0.0,0,0,0,,
2754,6430.0,70,70,0,6429.73602484472,
2755,0.0,0,0,0,,
2756,19643.0,21,0,21,,19642.85714285714
2757,0.0,0,0,0,,
2758,5442.0,25,25,0,5442.307692307692,
2759,0.0,0,0,0,,
2760,0.0,0,0,0,,
2761,0.0,0,0,0,,
2762,0.0,0,0,0,,
2763,5885.0,34,34,0,5884.95575221239,
2766,0.0,0,0,0,,
2767,0.0,0,0,0,,
2768,0.0,0,0,0,,
2769,6591.0,81,81,0,6591.397849462365,
2770,0.0,0,0,0,,
2771,0.0,0,0,0,,
2772,0.0,0,0,0,,
2773,0.0,0,0,0,,
2774,0.0,0,0,0,,
2775,0.0,0,0,0,,
2776,0.0,0,0,0,,
2777,0.0,0,0,0,,
2779,21860.0,435,0,435,,21860.46511627907
2780,0.0,0,0,0,,
2781,0.0,0,0,0,,
2782,0.0,0,0,0,,
2783,0.0,0,0,0,,
2784,4820.0,29,29,0,4819.672131147541,
2786,17940.0,6,0,6,,17940.051020408166
2787,0.0,0,0,0,,
2788,0.0,0,0,0,,
2789,4641.0,42,42,0,4640.602582496414,
2790,0.0,0,0,0,,
2791,0.0,0,0,0,,
2792,0.0,0,0,0,,
2793,0.0,0,0,0,,
2794,0.0,0,0,0,,
2796,0.0,0,0,0,,
2797,0.0,0,0,0,,
2799,0.0,0,0,0,,
2800,0.0,0,0,0,,
2801,0.0,0,0,0,,
2802,14912.0,427,0,427,,14912.280701754386
2803,0.0,0,0,0,,
2804,0.0,0,0,0,,
2805,0.0,0,0,0,,
2807,0.0,0,0,0,,
2808,4946.0,26,26,0,4946.428571428572,
2809,0.0,0,0,0,,
2810,0.0,0,0,0,,
2812,5373.0,42,42,0,5373.134328358209,
2813,0.0,0,0,0,,
2814,0.0,0,0,0,,
2816,0.0,0,0,0,,
2817,21311.0,13,0,13,,21311.475409836065
2818,0.0,1,0,1,,17968.75
2819,0.0,0,0,0,,
2821,0.0,0,0,0,,
2823,0.0,0,0,0,,
2824,0.0,0,0,0,,
2825,0.0,0,0,0,,
2826,0.0,0,0,0,,
2827,0.0,0,0,0,,
2828,0.0,0,0,0,,
2829,4622.0,10,10,0,4622.126436781609,
2830,4845.0,18,18,0,4845.0,
2831,5496.0,11,11,0,5495.8677685950415,
2832,0.0,0,0,0,,
2834,0.0,0,0,0,,
2836,0.0,0,0,0,,
2837,4800.0,26,26,0,4800.079968012795,
2838,0.0,0,0,0,,
2839,6792.0,6,6,0,6791.5634415801815,
2841,0.0,0,0,0,,
2842,4242.0,7,7,0,4242.424242424242,
2843,6034.0,9,9,0,6033.613445378152,
2844,0.0,0,0,0,,
2846,0.0,0,0,0,,
2847,10120.0,33,14,19,5974.358974358975,13174.603174603175
2848,0.0,0,0,0,,
2849,0.0,0,0,0,,
2850,5204.0,26,26,0,5203.726453726454,
2851,0.0,0,0,0,,
2852,0.0,0,0,0,,
2853,0.0,0,0,0,,
2855,0.0,0,0,0,,
2856,0.0,0,0,0,,
2857,4644.0,29,29,0,4644.258064516129,
2858,0.0,0,0,0,,
2861,19412.0,5,0,5,,19411.764705882353
2862,0.0,0,0,0,,
2863,0.0,0,0,0,,
2864,0.0,0,0,0,,
2865,0.0,0,0,0,,
2866,0.0,0,0,0,,
2867,4977.0,42,42,0,4976.923076923077,
2868,5561.0,29,29,0,5560.747663551402,
2870,0.0,0,0,0,,
2871,18513.0,40,0,40,,18512.896825396827
2872,0.0,0,0,0,,
2873,0.0,0,0,0,,
2874,0.0,0,0,0,,
2875,4970.0,10,10,0,4969.899530059958,
2876,5529.0,30,30,0,5529.482725342597,
2877,0.0,0,0,0,,
2878,0.0,0,0,0,,
2880,0.0,0,0,0,,
2882,0.0,0,0,0,,
2883,0.0,0,0,0,,
2884,0.0,0,0,0,,
2885,20232.0,24,0,24,,20231.950067476384
2886,0.0,0,0,0,,
2888,21602.0,22,0,22,,21602.03917790623
2889,0.0,0,0,0,,
2890,0.0,0,0,0,,
2891,0.0,0,0,0,,
2892,0.0,0,0,0,,
2893,0.0,0,0,0,,
2894,0.0,0,0,0,,
2895,0.0,0,0,0,,
2896,19429.0,57,0,57,,19428.571428571428
2897,0.0,0,0,0,,
2898,0.0,0,0,0,,
2899,0.0,0,0,0,,
2900,0.0,0,0,0,,
2901,0.0,0,0,0,,
2902,0.0,0,0,0,,
2903,8652.0,14,14,0,8651.785714285714,
2904,0.0,0,0,0,,
2905,5649.0,3,3,0,5649.350649350649,
2906,0.0,0,0,0,,
2907,0.0,0,0,0,,
2908,5569.0,18,18,0,5569.2307692307695,
2910,0.0,0,0,0,,
2911,0.0,0,0,0,,
2912,16410.0,11,0,11,,16410.25641025641
2913,0.0,0,0,0,,
2914,0.0,0,0,0,,
2915,0.0,0,0,0,,
2916,0.0,0,0,0,,
2917,5363.0,47,47,0,5362.6373626373625,
2918,14914.0,35,0,35,,14913.793103448275
2919,0.0,0,0,0,,
2920,0.0,0,0,0,,
2921,19978.0,27,0,27,,19978.284473398482
2922,0.0,0,0,0,,
2923,8654.0,28,28,0,8654.255319148935,
2924,7266.0,10,10,0,7265.873883928572,
2925,0.0,0,0,0,,
2926,11154.0,51,28,23,7149.990241959575,16029.411764705883
2927,0.0,0,0,0,,
2929,6374.0,4,4,0,6374.176470588235,
2930,5597.0,13,13,0,5597.014925373134,
2932,0.0,0,0,0,,
2933,7103.0,14,14,0,7102.842975206611,
2934,0.0,0,0,0,,
2935,0.0,0,0,0,,
2936,0.0,0,0,0,,
2937,0.0,0,0,0,,
2938,0.0,0,0,0,,
2939,23787.0,99,0,99,,23787.154929577464
2940,5819.0,29,29,0,5819.047619047619,
2941,0.0,0,0,0,,
2942,0.0,0,0,0,,
2943,0.0,0,0,0,,
2945,0.0,0,0,0,,
2946,7474.0,43,43,0,7473.684210526316,
2947,17006.0,40,0,40,,17005.975245411864
2948,0.0,0,0,0,,
2949,0.0,0,0,0,,
2952,0.0,0,0,0,,
2953,0.0,0,0,0,,
2955,0.0,0,0,0,,
2956,24410.0,53,0,53,,24409.937888198758
2957,0.0,0,0,0,,
2958,0.0,0,0,0,,
2959,5821.0,64,64,0,5820.652173913044,
2960,0.0,0,0,0,,
2962,0.0,0,0,0,,
2963,0.0,0,0,0,,
2964,0.0,0,0,0,,
2965,0.0,0,0,0,,
2966,0.0,0,0,0,,
2967,0.0,0,0,0,,
2968,0.0,0,0,0,,
2969,0.0,0,0,0,,
2970,0.0,0,0,0,,
2971,0.0,0,0,0,,
2972,0.0,0,0,0,,
2973,0.0,0,0,0,,
2974,0.0,0,0,0,,
2976,0.0,0,0,0,,
2977,6839.0,4,4,0,6838.984673387427,
2978,5595.0,15,15,0,5595.238095238095,
2979,0.0,0,0,0,,
2980,5333.0,30,30,0,5333.333333333334,
2981,0.0,0,0,0,,
2982,0.0,0,0,0,,
2984,0.0,0,0,0,,
2985,0.0,0,0,0,,
2986,0.0,0,0,0,,
2987,0.0,0,0,0,,
2988,0.0,0,0,0,,
2989,9666.0,86,6,80,4897.792022792023,10023.584905660377
2990,0.0,0,0,0,,
2991,0.0,0,0,0,,
2992,0.0,0,0,0,,
2994,0.0,0,0,0,,
2995,5207.0,27,27,0,5206.611570247934,
2996,0.0,0,0,0,,
2998,0.0,0,0,0,,
2999,0.0,0,0,0,,
3000,14789.0,65,0,65,,14789.473684210527
3001,0.0,0,0,0,,
3002,0.0,0,0,0,,
3003,5574.0,29,29,0,5574.324324324324,
3004,0.0,0,0,0,,
3005,0.0,0,0,0,,
3007,0.0,0,0,0,,
3008,0.0,0,0,0,,
3009,0.0,0,0,0,,
3010,0.0,0,0,0,,
3011,0.0,0,0,0,,
3013,0.0,0,0,0,,
3015,0.0,0,0,0,,
3016,5507.0,32,32,0,5507.4626865671635,
3017,0.0,0,0,0,,
3018,5422.0,3,3,0,5421.686746987952,
3019,6796.0,32,32,0,6796.365914786968,
3020,0.0,0,0,0,,
3021,0.0,0,0,0,,
3022,0.0,0,0,0,,
3024,4818.0,29,29,0,4817.518248175183,
3026,5171.0,11,11,0,5170.940170940171,
3027,18584.0,31,0,31,,18584.070796460175
3029,0.0,0,0,0,,
3030,0.0,0,0,0,,
3031,7040.0,22,22,0,7040.444671981277,
3032,10418.0,41,41,0,10418.150537634408,
3033,4809.0,27,27,0,4809.286898839138,
3034,5522.0,22,22,0,5521.5053763440865,
3035,5068.0,33,33,0,5068.493150684932,
3037,0.0,0,0,0,,
3038,6518.0,16,16,0,6517.857142857143,
3041,0.0,0,0,0,,
3042,0.0,0,0,0,,
3043,0.0,0,0,0,,
3044,0.0,0,0,0,,
3046,6225.0,20,20,0,6225.011282051282,
3047,0.0,0,0,0,,
3048,0.0,0,0,0,,
3049,5455.0,9,9,0,5454.545454545455,
3050,28128.0,52,0,52,,28127.63713080169
3052,0.0,0,0,0,,
3053,0.0,0,0,0,,
3054,0.0,0,0,0,,
3055,0.0,0,0,0,,
3056,18789.0,6,0,6,,18788.85439423556
3057,0.0,0,0,0,,
3058,0.0,0,0,0,,
3059,0.0,0,0,0,,
3060,0.0,0,0,0,,
3061,5935.0,17,17,0,5934.782608695652,
3062,5312.0,9,9,0,5312.5,
3064,0.0,0,0,0,,
3066,0.0,0,0,0,,
3067,0.0,0,0,0,,
3069,0.0,0,0,0,,
3070,11267.0,72,0,72,,11266.848816029145
3071,0.0,0,0,0,,
3072,15668.0,12,0,12,,15668.280599031641
3073,4692.0,25,25,0,4692.307692307692,
3074,0.0,0,0,0,,
3075,0.0,0,0,0,,
3076,0.0,0,0,0,,
3077,9171.0,4,4,0,9170.666666666668,
3080,5188.0,8,8,0,5188.1720430107525,
3081,5453.0,20,20,0,5452.5862068965525,
3082,0.0,0,0,0,,
3083,0.0,0,0,0,,
3084,0.0,0,0,0,,
3085,0.0,0,0,0,,
3086,0.0,0,0,0,,
3087,0.0,0,0,0,,
3088,0.0,0,0,0,,
3089,0.0,0,0,0,,
3090,0.0,0,0,0,,
3091,0.0,0,0,0,,
3092,0.0,0,0,0,,
3093,0.0,0,0,0,,
3094,0.0,0,0,0,,
3095,0.0,0,0,0,,
3096,0.0,0,0,0,,
3097,0.0,0,0,0,,
3099,6020.0,39,39,0,6019.80198019802,
3100,0.0,0,0,0,,
3101,5470.0,28,28,0,5469.72813487882,
3102,5063.0,26,26,0,5063.073912388981,
3103,0.0,0,0,0,,
3104,0.0,0,0,0,,
3105,0.0,0,0,0,,
3106,6309.0,127,127,0,6308.743362831859,
3107,10122.0,34,0,34,,10122.403395130666
3108,6442.0,46,46,0,6442.413373860182,
3110,0.0,0,0,0,,
3111,0.0,0,0,0,,
3113,0.0,0,0,0,,
3114,21455.0,4,0,4,,21455.324909747294
3115,14583.0,13,0,13,,14583.333333333334
3116,0.0,0,0,0,,
3118,5849.0,30,30,0,5848.785166240409,
3119,0.0,0,0,0,,
3121,4983.0,24,24,0,4982.638888888889,
3122,6618.0,14,14,0,6617.677419354839,
3124,0.0,0,0,0,,
3126,0.0,0,0,0,,
3128,5431.0,15,15,0,5430.8943089430895,
3129,0.0,0,0,0,,
3130,0.0,0,0,0,,
3131,0.0,0,0,0,,
3132,17579.0,4,0,4,,17579.20454121402
3133,0.0,0,0,0,,
3135,0.0,0,0,0,,
3137,0.0,0,0,0,,
3138,5833.0,36,36,0,5833.333333333333,
3139,6277.0,51,51,0,6276.923076923077,
3141,11324.0,101,101,0,11323.529411764706,
3142,4165.0,6,6,0,4164.536610493782,
3143,0.0,0,0,0,,
3144,0.0,0,0,0,,
3145,18810.0,4,0,4,,18810.08324776078
3146,4724.0,28,28,0,4723.908918406072,
3147,0.0,0,0,0,,
3148,0.0,0,0,0,,
3149,0.0,0,0,0,,
3153,0.0,0,0,0,,
3154,0.0,0,0,0,,
3155,0.0,0,0,0,,
3156,5220.0,61,61,0,5219.780219780219,
3157,0.0,0,0,0,,
3158,16002.0,4,0,4,,16002.473716759432
3160,0.0,0,0,0,,
3161,0.0,0,0,0,,
3162,0.0,0,0,0,,
3163,14987.0,6,0,6,,14986.733370465201
3165,0.0,0,0,0,,
3166,0.0,0,0,0,,
3167,21612.0,8,0,8,,21611.536358665937
3168,6147.0,18,18,0,6147.058823529412,
3169,0.0,0,0,0,,
3170,0.0,0,0,0,,
3171,0.0,0,0,0,,
3172,5956.0,10,10,0,5955.914870093975,
3173,0.0,0,0,0,,
3174,19122.0,96,0,96,,19121.593291404613
3177,0.0,0,0,0,,
3178,0.0,0,0,0,,
3180,0.0,0,0,0,,
3181,0.0,0,0,0,,
3182,0.0,0,0,0,,
3183,0.0,0,0,0,,
3185,6120.0,31,29,2,5464.285714285715,15632.15108824991
3186,0.0,0,0,0,,
3187,0.0,0,0,0,,
3188,0.0,0,0,0,,
3189,17912.0,4,0,4,,17911.764705882353
3191,0.0,0,0,0,,
3193,0.0,0,0,0,,
3195,0.0,0,0,0,,
3196,18461.0,74,4,70,6419.117647058823,19148.936170212764
3197,0.0,0,0,0,,
3198,0.0,0,0,0,,
3199,16278.0,22,0,22,,16278.145695364237
3200,6829.0,15,15,0,6829.268292682927,
3201,0.0,0,0,0,,
3202,0.0,0,0,0,,
3203,17773.0,21,0,21,,17772.727272727272
3204,4752.0,11,11,0,4752.06611570248,
3205,5804.0,9,9,0,5804.298507462687,
3206,0.0,0,0,0,,
3207,0.0,0,0,0,,
3209,0.0,0,0,0,,
3210,0.0,0,0,0,,
3211,0.0,0,0,0,,
3215,0.0,0,0,0,,
3216,5258.0,8,8,0,5258.227848101265,
3217,0.0,0,0,0,,
3218,0.0,1,0,1,,11655.011655011655
3219,0.0,0,0,0,,
3220,4917.0,33,33,0,4917.355371900827,
3221,4569.0,12,12,0,4568.732193732194,
3222,0.0,2,2,0,5180.95987411487,
3223,0.0,0,0,0,,
3224,16204.0,6,0,6,,16203.829014688892
3225,0.0,0,0,0,,
3226,0.0,0,0,0,,
3227,0.0,0,0,0,,
3228,10160.0,32,31,1,9838.709677419354,20109.89010989011
3229,0.0,1,0,1,,20610.68702290076
3230,0.0,0,0,0,,
3231,4846.0,81,81,0,4846.153846153846,
3232,0.0,0,0,0,,
3233,0.0,0,0,0,,
3236,0.0,0,0,0,,
3237,0.0,0,0,0,,
3238,17140.0,7,0,7,,17139.53488372093
3240,15709.0,13,6,7,7733.630952380952,22545.454545454544
3241,0.0,0,0,0,,
3242,0.0,0,0,0,,
3243,0.0,0,0,0,,
3244,0.0,0,0,0,,
3245,0.0,0,0,0,,
3246,0.0,0,0,0,,
3248,4490.0,19,19,0,4490.384615384615,
3249,0.0,0,0,0,,
3250,22664.0,12,0,12,,22663.757175434457
3251,0.0,2,0,2,,18560.606881290834
3252,5589.0,47,47,0,5588.709677419355,
3253,0.0,0,0,0,,
3254,0.0,0,0,0,,
3255,14237.0,5,0,5,,14237.28813559322
3256,6425.0,32,32,0,6424.7311827957,
3257,5537.0,22,22,0,5537.287671232876,
3259,24200.0,11,0,11,,24199.74391805378
3260,0.0,0,0,0,,
3261,24014.0,21,0,21,,24013.60544217687
3263,0.0,0,0,0,,
3264,0.0,1,0,1,,24870.801033591728
3265,0.0,0,0,0,,
3266,0.0,0,0,0,,
3267,8219.0,5,5,0,8219.17808219178,
3268,0.0,0,0,0,,
3269,4917.0,47,47,0,4916.666666666667,
3270,0.0,0,0,0,,
3271,0.0,0,0,0,,
3272,0.0,0,0,0,,
3273,4654.0,18,18,0,4654.411764705882,
3274,0.0,0,0,0,,
3275,0.0,0,0,0,,
3276,0.0,0,0,0,,
3277,0.0,0,0,0,,
3278,0.0,0,0,0,,
3281,5458.0,32,32,0,5458.041958041958,
3283,0.0,0,0,0,,
3284,0.0,0,0,0,,
3287,0.0,0,0,0,,
3288,0.0,0,0,0,,
3289,0.0,0,0,0,,
3290,18030.0,9,0,9,,18030.303030303032
3291,15260.0,7,0,7,,15259.74025974026
3292,0.0,0,0,0,,
3293,35428.0,29,0,29,,35427.63157894737
3295,0.0,0,0,0,,
3296,0.0,0,0,0,,
3297,0.0,0,0,0,,
3298,0.0,0,0,0,,
3299,0.0,0,0,0,,
3300,13219.0,4,0,4,,13218.843843843844
3301,0.0,1,1,0,5940.59405940594,
3303,0.0,0,0,0,,
3304,11034.0,3,1,2,5074.626865671642,14013.383665065201
3305,5334.0,40,40,0,5333.613622030692,
3306,0.0,0,0,0,,
3307,0.0,0,0,0,,
3308,6250.0,10,10,0,6250.0,
3309,0.0,0,0,0,,
3310,0.0,0,0,0,,
3311,0.0,0,0,0,,
3312,17090.0,10,0,10,,17089.65209634255
3313,5254.0,25,25,0,5253.731343283582,
3314,0.0,0,0,0,,
3315,0.0,0,0,0,,
3316,19492.0,11,0,11,,19491.525423728814
3317,5511.0,8,8,0,5511.363636363636,
3318,0.0,0,0,0,,
3319,5448.0,20,20,0,5447.578692493947,
3320,0.0,0,0,0,,
3321,0.0,0,0,0,,
3322,0.0,0,0,0,,
3323,0.0,0,0,0,,
3324,0.0,0,0,0,,
3325,0.0,0,0,0,,
3327,33000.0,32,0,32,,33000.0
3330,0.0,0,0,0,,
3331,0.0,0,0,0,,
3333,0.0,0,0,0,,
3335,0.0,1,0,1,,29309.775429326288
3336,0.0,0,0,0,,
3337,0.0,0,0,0,,
3338,0.0,0,0,0,,
3339,17703.0,16,0,16,,17702.839756592293
3340,0.0,0,0,0,,
3342,5000.0,11,11,0,5000.0,
3344,5274.0,3,3,0,5273.972602739726,
3345,0.0,0,0,0,,
3346,16090.0,5,0,5,,16090.0
3347,0.0,0,0,0,,
3349,0.0,0,0,0,,
3350,0.0,0,0,0,,
3351,20188.0,13,0,13,,20187.793427230048
3352,0.0,0,0,0,,
3353,5693.0,3,3,0,5693.430656934306,
3354,0.0,0,0,0,,
3356,0.0,0,0,0,,
3357,0.0,0,0,0,,
3358,5448.0,27,27,0,5447.761194029851,
3359,0.0,0,0,0,,
3360,20508.0,28,0,28,,20507.662835249044
3362,4797.0,13,13,0,4796.992481203008,
3363,0.0,0,0,0,,
3364,0.0,0,0,0,,
3365,0.0,0,0,0,,
3366,0.0,0,0,0,,
3367,0.0,0,0,0,,
3369,0.0,0,0,0,,
3370,0.0,0,0,0,,
3371,0.0,0,0,0,,
3373,0.0,0,0,0,,
3374,0.0,0,0,0,,
3377,8662.0,64,64,0,8661.764705882353,
3378,0.0,0,0,0,,
3379,0.0,0,0,0,,
3380,0.0,0,0,0,,
3381,6829.0,17,17,0,6829.268292682927,
3382,0.0,0,0,0,,
3383,20167.0,24,0,24,,20167.1511627907
3385,5746.0,33,33,0,5746.268656716418,
3386,6306.0,22,22,0,6305.747126436781,
3387,0.0,0,0,0,,
3388,0.0,0,0,0,,
3389,7272.0,102,102,0,7271.739130434782,
3390,0.0,0,0,0,,
3391,0.0,0,0,0,,
3392,0.0,0,0,0,,
3394,0.0,0,0,0,,
3396,0.0,0,0,0,,
3397,5342.0,15,15,0,5342.465753424657,
3398,0.0,0,0,0,,
3400,0.0,0,0,0,,
3401,0.0,2,0,2,,10880.667098445596
3402,6583.0,86,86,0,6583.333333333334,
3403,0.0,0,0,0,,
3404,0.0,0,0,0,,
3405,6290.0,105,105,0,6290.322580645161,
3407,0.0,0,0,0,,
3408,0.0,0,0,0,,
3409,5441.0,19,19,0,5441.176470588235,
3410,6599.0,17,12,5,4753.949992330112,11028.80658436214
3412,0.0,0,0,0,,
3413,0.0,0,0,0,,
3414,0.0,0,0,0,,
3415,16250.0,3,0,3,,16250.0
3416,0.0,0,0,0,,
3417,0.0,0,0,0,,
3419,0.0,0,0,0,,
3420,5136.0,24,24,0,5136.475409836065,
3421,8591.0,7,7,0,8590.90909090909,
3422,19231.0,11,0,11,,19230.76923076923
3426,0.0,0,0,0,,
3427,0.0,0,0,0,,
3428,0.0,0,0,0,,
3429,0.0,0,0,0,,
3430,0.0,0,0,0,,
3431,6182.0,44,44,0,6181.697825563669,
3432,0.0,0,0,0,,
3433,0.0,1,0,1,,11471.07438016529
3434,0.0,0,0,0,,
3435,24828.0,55,0,55,,24827.58620689655
3436,0.0,0,0,0,,
3437,0.0,0,0,0,,
3438,0.0,0,0,0,,
3439,0.0,0,0,0,,
3442,0.0,0,0,0,,
3443,0.0,0,0,0,,
3444,0.0,0,0,0,,
3445,0.0,0,0,0,,
3447,0.0,0,0,0,,
3448,15360.0,26,0,26,,15360.172043010753
3449,0.0,0,0,0,,
3451,0.0,0,0,0,,
3453,0.0,0,0,0,,
3454,0.0,0,0,0,,
3456,0.0,0,0,0,,
3457,0.0,0,0,0,,
3458,0.0,0,0,0,,
3459,0.0,0,0,0,,
3460,0.0,0,0,0,,
3462,0.0,0,0,0,,
3464,0.0,0,0,0,,
3465,0.0,0,0,0,,
3466,6094.0,20,20,0,6093.75,
3467,0.0,0,0,0,,
3468,0.0,0,0,0,,
3469,0.0,0,0,0,,
3470,7203.0,60,60,0,7202.685918335662,
3472,0.0,0,0,0,,
3473,0.0,0,0,0,,
3474,0.0,2,0,2,,19698.664181422802
3476,10728.0,6,0,6,,10727.88206521739
3478,4769.0,70,70,0,4769.2307692307695,
3479,0.0,0,0,0,,
3480,0.0,0,0,0,,
3481,21646.0,9,0,9,,21645.569620253165
3482,5597.0,18,18,0,5597.287950491445,
3483,0.0,0,0,0,,
3486,6385.0,15,15,0,6384.615384615385,
3487,9280.0,24,0,24,,9280.0
3488,0.0,0,0,0,,
3489,0.0,0,0,0,,
3490,0.0,0,0,0,,
3491,0.0,0,0,0,,
3492,0.0,2,0,2,,21622.058823529413
3493,0.0,0,0,0,,
3494,0.0,0,0,0,,
3495,0.0,0,0,0,,
3496,0.0,0,0,0,,
3497,0.0,0,0,0,,
3498,15342.0,48,0,48,,15341.935483870968
3500,0.0,0,0,0,,
3501,0.0,0,0,0,,
3502,10426.0,19,19,0,10425.531914893618,
3503,0.0,0,0,0,,
3504,0.0,0,0,0,,
3506,0.0,0,0,0,,
3507,0.0,0,0,0,,
3509,0.0,0,0,0,,
3510,0.0,0,0,0,,
3511,0.0,0,0,0,,
3512,0.0,0,0,0,,
3514,5186.0,8,8,0,5185.9504132231405,
3515,5469.0,21,21,0,5468.75,
3516,0.0,0,0,0,,
3517,0.0,0,0,0,,
3518,0.0,0,0,0,,
3519,0.0,0,0,0,,
3520,0.0,0,0,0,,
3521,0.0,0,0,0,,
3522,0.0,0,0,0,,
3523,0.0,0,0,0,,
3524,5164.0,16,16,0,5164.257425742575,
3525,0.0,0,0,0,,
3526,0.0,0,0,0,,
3527,4466.0,11,11,0,4466.019417475728,
3528,0.0,0,0,0,,
3529,0.0,0,0,0,,
3530,17101.0,47,0,47,,17101.44927536232
3531,0.0,0,0,0,,
3532,0.0,0,0,0,,
3533,0.0,0,0,0,,
3534,0.0,0,0,0,,
3535,5680.0,17,17,0,5680.272108843537,
3536,0.0,0,0,0,,
3538,0.0,0,0,0,,
3540,0.0,0,0,0,,
3541,0.0,0,0,0,,
3543,0.0,0,0,0,,
3545,4951.0,20,20,0,4950.883558422362,
3546,0.0,0,0,0,,
3548,0.0,0,0,0,,
3549,22388.0,313,0,313,,22388.235294117647
3550,0.0,0,0,0,,
3551,5344.0,38,38,0,5344.101410754447,
3552,0.0,0,0,0,,
3553,0.0,0,0,0,,
3555,0.0,0,0,0,,
3556,0.0,0,0,0,,
3557,0.0,0,0,0,,
3558,0.0,0,0,0,,
3559,0.0,0,0,0,,
3560,32514.0,10,0,10,,32514.017312610667
3561,0.0,0,0,0,,
3562,0.0,0,0,0,,
3563,5522.0,35,35,0,5522.388059701492,
3564,0.0,0,0,0,,
3565,15898.0,5,0,5,,15897.939156035329
3566,0.0,0,0,0,,
3567,0.0,0,0,0,,
3568,0.0,0,0,0,,
3569,0.0,0,0,0,,
3571,0.0,0,0,0,,
3572,0.0,0,0,0,,
3573,0.0,0,0,0,,
3574,0.0,0,0,0,,
3575,0.0,0,0,0,,
3576,0.0,0,0,0,,
3577,0.0,0,0,0,,
3578,0.0,0,0,0,,
3579,0.0,0,0,0,,
3580,0.0,2,0,2,,12844.569646040232
3581,0.0,0,0,0,,
3582,6037.0,6,6,0,6037.313432835821,
3583,20303.0,249,0,249,,20303.030303030304
3585,0.0,0,0,0,,
3586,5786.0,5,5,0,5786.163522012579,
3587,5225.0,38,38,0,5224.747474747475,
3588,0.0,0,0,0,,
3589,0.0,0,0,0,,
3590,0.0,0,0,0,,
3591,0.0,0,0,0,,
3592,5521.0,59,59,0,5520.833333333333,
3593,4545.0,35,35,0,4545.454545454545,
3594,0.0,0,0,0,,
3595,0.0,0,0,0,,
3596,0.0,0,0,0,,
3597,0.0,0,0,0,,
3598,0.0,0,0,0,,
3599,0.0,0,0,0,,
3600,0.0,0,0,0,,
3601,15028.0,28,0,28,,15027.655922181957
3602,0.0,0,0,0,,
3603,0.0,0,0,0,,
3604,6842.0,3,3,0,6842.105263157895,
3605,0.0,0,0,0,,
3606,6370.0,15,15,0,6370.361904761905,
3607,0.0,0,0,0,,
3608,5379.0,25,25,0,5379.247933884298,
3609,0.0,0,0,0,,
3611,0.0,0,0,0,,
3612,0.0,0,0,0,,
3613,0.0,0,0,0,,
3614,6161.0,7,7,0,6160.714285714285,
3615,0.0,0,0,0,,
3616,0.0,0,0,0,,
3617,0.0,0,0,0,,
3619,5827.0,15,15,0,5827.338129496403,
3620,0.0,0,0,0,,
3621,0.0,0,0,0,,
3622,0.0,0,0,0,,
3623,0.0,0,0,0,,
3624,0.0,0,0,0,,
3625,0.0,0,0,0,,
3626,0.0,0,0,0,,
3627,26694.0,27,0,27,,26693.81818181818
3628,12437.0,35,10,25,5762.71186440678,15107.382550335571
3629,0.0,0,0,0,,
3630,5399.0,34,34,0,5398.648648648648,
3631,0.0,0,0,0,,
3633,0.0,0,0,0,,
3634,0.0,0,0,0,,
3635,0.0,0,0,0,,
3636,8371.0,29,29,0,8370.967741935483,
